@relation sviPodaci

@attribute potrosnja numeric
@attribute ucestalost numeric
@attribute redovnostPlacanja numeric
@attribute reklamacije numeric
@attribute kominikacija numeric
@attribute preporuke numeric
@attribute vremenskiKupac numeric
@attribute lojalnost {nelojalan,bronzana,srebrna,zlatna,dijamantska}

@data
11352.94,2,0.09,0.98,1,0,7,nelojalan
15007.6,3,0.71,0.85,1,0,6,nelojalan
5532.0,1,0.27,0.3,0,2,3,nelojalan
10013.25,2,0.24,0.95,0,1,3,nelojalan
8917.32,1,0.39,0.84,1,7,0,bronzana
21338.58,3,0.23,0.38,1,1,1,nelojalan
34272.24,3,0.99,0.36,1,2,4,nelojalan
15567.4,3,0.24,0.68,0,6,1,nelojalan
4940.16,1,0.24,0.3,1,2,4,nelojalan
10810.9,2,0.5,0.45,1,7,0,bronzana
9335.38,2,0.74,0.35,1,7,4,bronzana
3076.08,1,0.23,0.43,1,4,6,nelojalan
15606.96,3,0.94,0.07,1,1,2,nelojalan
27995.9,4,0.99,0.08,1,2,0,nelojalan
30238.06,5,0.14,0.2,1,7,3,bronzana
12740.28,2,0.72,0.74,1,7,7,bronzana
13288.02,2,0.18,0.13,0,5,2,nelojalan
39268.44,4,0.75,0.39,0,3,5,nelojalan
21675.45,3,0.22,0.59,0,1,3,nelojalan
7648.18,1,0.84,0.78,1,5,7,nelojalan
12199.67,4,0.53,0.11,0,6,6,nelojalan
4940.16,1,0.14,0.22,0,7,0,bronzana
29728.12,4,0.12,0.79,0,4,5,nelojalan
15473.22,2,0.19,0.27,1,6,1,nelojalan
13669.12,2,0.58,0.99,0,3,7,nelojalan
28644.76,4,0.32,0.16,0,6,3,nelojalan
33327.63,4,0.88,0.83,0,6,1,nelojalan
132022.0,7,0.42,0.65,0,2,4,nelojalan
25778.69,4,0.45,0.77,1,3,2,nelojalan
39725.96,8,0.99,0.88,1,1,6,nelojalan
73954.96,3,0.63,0.1,0,3,2,nelojalan
9748.21,1,0.17,0.87,0,3,6,nelojalan
8222.79,3,0.95,0.03,0,2,3,nelojalan
24146.81,4,0.24,0.56,1,0,5,nelojalan
53579.0,2,0.37,0.69,1,3,1,nelojalan
32662.56,2,0.1,0.79,1,7,5,bronzana
1750.16,1,0.42,0.85,1,1,0,nelojalan
19756.7,3,0.77,0.9,1,2,0,nelojalan
16459.26,3,0.62,0.96,1,6,1,nelojalan
11233.86,2,0.78,0.07,1,0,7,nelojalan
67683.32,8,0.03,0.49,1,6,0,nelojalan
220053.36,18,0.8,0.25,1,1,3,bronzana
-11993.76,1,0.94,0.78,1,3,6,nelojalan
81460.73,8,0.27,0.12,0,6,7,nelojalan
29872.81,7,0.52,0.29,0,3,7,nelojalan
14088.9,2,0.83,0.07,0,0,0,nelojalan
52618.36,6,0.55,0.5,1,4,6,nelojalan
63074.05,9,0.28,0.28,0,0,3,nelojalan
33734.56,7,0.76,0.92,1,2,5,nelojalan
30062.92,3,0.94,0.75,0,3,3,nelojalan
13049.91,2,0.43,0.99,1,1,0,nelojalan
5729.0,1,0.31,0.7,1,6,0,nelojalan
132111.45,4,0.27,0.54,0,2,1,nelojalan
13598.92,3,0.41,0.59,1,2,4,nelojalan
37036.9,6,0.26,0.33,0,3,2,nelojalan
137639.73,12,0.04,0.88,1,4,5,nelojalan
142313.02,11,0.45,0.4,0,2,4,nelojalan
115964.37,7,0.13,0.36,1,6,7,nelojalan
33911.51,6,0.3,0.59,0,2,7,nelojalan
23202.05,4,0.09,0.88,0,2,5,nelojalan
13487.64,3,0.57,0.61,0,2,5,nelojalan
350574.92,25,0.57,0.44,1,4,2,bronzana
45329.4,6,0.14,0.36,0,0,4,nelojalan
112178.32,16,0.98,0.5,0,4,4,bronzana
49861.23,8,0.48,0.41,0,2,4,nelojalan
49904.65,6,0.47,0.53,1,2,0,nelojalan
33835.42,6,0.9,0.42,0,3,5,nelojalan
31915.18,5,0.1,0.53,1,2,0,nelojalan
98821.28,5,0.79,0.36,0,2,1,nelojalan
114779.0,6,0.66,0.24,1,6,7,nelojalan
188079.88,17,0.93,0.12,0,6,0,bronzana
12572.93,3,0.65,0.88,0,6,2,nelojalan
292321.42,36,0.45,0.04,1,2,2,bronzana
19195.93,4,0.33,0.55,0,3,5,nelojalan
37243.8,7,0.31,0.64,0,0,3,nelojalan
10483.35,2,0.55,0.53,0,0,7,nelojalan
90882.8,12,0.82,0.73,1,7,5,bronzana
28525.68,5,0.43,0.06,1,6,3,nelojalan
33011.44,4,0.7,0.1,0,0,0,nelojalan
68425.92,5,0.19,0.32,0,0,0,nelojalan
88945.42,6,0.89,0.32,1,1,0,nelojalan
-1810.08,1,0.84,0.64,0,6,1,nelojalan
2875.0,1,0.56,0.24,0,4,7,nelojalan
12074.16,2,0.26,0.28,0,3,0,nelojalan
8723.2,3,0.63,0.68,1,3,5,nelojalan
6522.83,2,0.37,0.55,0,5,6,nelojalan
10013.92,2,0.95,0.73,0,1,2,nelojalan
-3960.0,1,0.67,0.99,1,6,0,nelojalan
38944.12,5,0.46,0.76,0,2,2,nelojalan
5699.76,1,0.32,0.82,1,2,3,nelojalan
359664.48,2,0.22,0.81,0,6,2,nelojalan
2754.01,1,0.14,0.61,0,0,1,nelojalan
390915.13,17,0.05,0.59,0,6,7,bronzana
31093.93,4,0.81,0.15,1,6,3,nelojalan
18094.06,3,0.9,0.98,1,3,0,nelojalan
389583.96,15,0.08,0.43,1,0,6,nelojalan
59898.0,3,0.69,0.23,0,6,1,nelojalan
23210.09,4,0.23,0.84,1,0,2,nelojalan
130397.35,16,0.05,0.53,0,6,1,bronzana
30723.64,6,0.59,0.13,0,0,7,nelojalan
115048.96,17,0.78,0.05,0,4,0,bronzana
7059.96,2,0.14,0.85,1,5,4,nelojalan
13564.17,3,0.35,0.12,0,6,5,nelojalan
31422.27,5,0.36,0.04,0,7,6,bronzana
4959.0,1,0.72,0.84,1,2,0,nelojalan
82379.25,6,0.51,0.06,0,6,4,nelojalan
176059.12,12,0.4,0.81,1,1,5,nelojalan
24438.0,2,0.47,0.87,1,5,7,nelojalan
124150.08,13,0.14,0.93,1,3,2,nelojalan
9418.3,2,0.32,0.02,0,2,6,nelojalan
22025.73,4,0.14,0.31,0,0,7,nelojalan
16184.24,4,0.78,0.47,1,3,3,nelojalan
16608.9,3,0.45,0.45,1,7,3,bronzana
9349.16,1,0.92,0.84,1,3,5,nelojalan
57707.96,8,0.23,0.86,1,3,1,nelojalan
6600.0,1,0.42,0.75,0,6,5,nelojalan
14670.09,3,0.41,0.18,1,5,1,nelojalan
8056.16,2,0.79,0.64,1,0,7,nelojalan
16284.0,3,0.72,0.68,0,3,7,nelojalan
57052.26,10,0.23,0.49,1,6,6,nelojalan
10193.26,2,0.99,0.39,0,4,2,nelojalan
5877.76,2,0.25,0.49,1,4,0,nelojalan
11684.02,2,0.28,0.26,0,1,5,nelojalan
33637.7,7,0.66,0.84,0,7,7,bronzana
3128.4,2,0.46,0.44,1,2,5,nelojalan
137498.89,26,0.33,0.66,1,5,6,bronzana
5230.41,1,0.25,0.99,0,4,6,nelojalan
6600.0,1,0.25,0.96,1,6,4,nelojalan
37505.86,6,0.53,0.83,0,0,1,nelojalan
27126.8,6,0.89,0.25,0,0,3,nelojalan
16695.52,3,0.87,0.8,1,3,5,nelojalan
14150.2,3,0.69,0.22,0,4,1,nelojalan
20735.7,3,0.83,0.69,1,4,7,nelojalan
4000.1,1,0.07,0.81,1,1,7,nelojalan
4008.12,1,0.87,0.97,0,0,6,nelojalan
17694.89,3,0.12,0.43,1,0,3,nelojalan
36933.72,6,0.02,0.22,1,6,3,nelojalan
38693.54,7,0.71,0.82,0,1,1,nelojalan
22521.46,4,0.5,0.43,1,3,2,nelojalan
13900.0,1,0.36,0.68,1,3,2,nelojalan
44539.18,7,0.33,0.14,1,6,4,nelojalan
16495.64,5,0.54,0.64,0,4,0,nelojalan
55733.9,6,0.74,0.79,0,6,2,nelojalan
41857.16,7,0.06,0.01,1,0,3,nelojalan
20053.4,4,0.1,0.69,1,6,2,nelojalan
4110.24,1,0.29,0.41,1,7,0,bronzana
27702.18,6,0.18,0.97,1,3,4,nelojalan
11191.51,2,0.04,0.62,1,2,4,nelojalan
9789.02,2,0.64,0.19,1,0,7,nelojalan
99475.43,19,0.07,0.08,0,3,2,bronzana
6598.32,1,0.43,0.85,0,2,6,nelojalan
17285.02,3,0.96,0.02,1,7,1,bronzana
15494.29,2,0.49,0.55,0,7,1,bronzana
97490.16,2,0.58,0.7,1,6,2,nelojalan
33556.11,6,0.44,0.82,1,3,7,nelojalan
2020.02,2,0.44,0.02,0,5,5,nelojalan
188964.75,10,0.89,0.62,1,6,7,nelojalan
26349.94,4,0.15,0.04,1,3,4,nelojalan
19003.4,3,0.04,0.35,0,4,6,nelojalan
11207.04,2,0.78,0.62,0,4,5,nelojalan
15523.82,3,0.79,0.05,0,2,7,nelojalan
12370.33,5,0.59,0.38,1,5,3,nelojalan
16104.2,3,0.57,0.77,0,3,4,nelojalan
76045.08,5,0.1,0.7,0,0,1,nelojalan
9139.37,2,0.79,0.19,1,6,5,nelojalan
33024.9,4,0.64,0.83,1,1,4,nelojalan
24705.71,4,0.82,0.6,0,3,5,nelojalan
10802.11,2,0.17,0.52,0,2,0,nelojalan
80396.4,4,0.42,0.8,0,5,7,nelojalan
5063.36,1,0.59,0.45,0,1,4,nelojalan
24778.66,4,0.7,0.85,1,6,0,nelojalan
5930.41,2,0.72,0.91,0,2,3,nelojalan
33585.98,4,0.49,0.98,0,3,0,nelojalan
-7351.2,1,0.31,0.19,0,3,2,nelojalan
29005.16,2,0.07,0.99,0,5,0,nelojalan
17590.16,3,0.41,0.37,0,7,4,bronzana
16797.0,2,0.83,0.9,0,5,2,nelojalan
25175.88,3,0.95,0.39,1,7,1,bronzana
37697.83,6,0.26,0.25,0,1,6,nelojalan
39642.21,7,0.43,0.06,1,3,3,nelojalan
70578.0,6,0.37,0.54,1,5,5,nelojalan
27958.88,4,0.57,0.56,1,6,7,nelojalan
42380.25,6,0.75,0.15,1,0,7,nelojalan
265322.41,11,0.05,0.07,1,7,0,bronzana
170662.12,8,0.98,0.89,0,4,2,nelojalan
4604.32,1,0.74,0.26,0,7,3,bronzana
8652.2,2,0.75,0.63,1,6,1,nelojalan
63518.8,4,0.55,0.38,0,2,6,nelojalan
14769.84,4,0.5,0.99,0,1,2,nelojalan
17197.92,2,0.83,0.82,1,2,0,nelojalan
43885.42,6,0.65,0.13,0,4,1,nelojalan
28977.98,5,0.76,0.21,0,7,1,bronzana
34716.56,5,0.87,0.63,0,1,7,nelojalan
161428.08,3,0.05,0.54,1,0,3,nelojalan
15479.48,3,0.64,0.78,1,6,0,nelojalan
15010.82,4,0.05,0.31,0,7,0,bronzana
2875.0,1,0.33,0.21,1,2,3,nelojalan
17245.24,3,0.48,0.12,1,6,7,nelojalan
7240.32,1,0.44,0.96,1,7,0,bronzana
10322.14,2,0.73,0.44,0,2,7,nelojalan
23282.92,3,0.35,0.3,0,4,1,nelojalan
32526.34,6,0.56,0.21,1,0,1,nelojalan
12568.7,3,0.75,0.13,0,3,4,nelojalan
358254.03,5,0.06,0.04,1,7,2,bronzana
17400.01,3,0.04,0.8,1,3,6,nelojalan
10450.0,2,0.02,0.87,0,3,2,nelojalan
171817.12,4,0.97,0.95,0,7,0,bronzana
10719.36,1,0.82,0.14,0,3,3,nelojalan
5143.16,1,0.16,0.86,1,3,6,nelojalan
5408.32,1,0.35,0.89,0,7,0,bronzana
16775.96,1,0.28,0.87,1,0,6,nelojalan
28172.64,5,0.33,0.69,0,4,4,nelojalan
18214.16,3,0.83,0.83,0,6,5,nelojalan
39761.43,6,0.15,0.1,0,1,5,nelojalan
18002.84,3,0.28,0.98,0,5,1,nelojalan
12917.86,3,0.92,0.63,0,7,6,bronzana
9949.31,2,0.78,0.18,0,5,3,nelojalan
11512.68,2,0.12,0.01,1,1,7,nelojalan
26790.48,3,0.28,0.52,0,2,4,nelojalan
4375.32,1,0.05,0.57,0,7,4,bronzana
10996.32,2,0.4,0.29,0,6,4,nelojalan
16976.66,3,0.87,0.73,1,0,6,nelojalan
26792.06,5,0.13,0.8,0,7,4,bronzana
28861.18,5,0.03,0.79,1,3,3,nelojalan
32068.68,4,0.76,0.54,0,5,5,nelojalan
12165.08,3,0.73,0.36,0,5,7,nelojalan
13559.84,2,0.34,0.16,0,4,4,nelojalan
97424.03,10,0.52,0.74,0,6,6,nelojalan
19054.32,4,0.59,0.21,1,0,4,nelojalan
211486.1,17,0.38,0.84,0,1,4,bronzana
7580.16,1,0.14,0.56,1,4,1,nelojalan
8225.26,2,0.56,0.3,1,0,1,nelojalan
11531.48,2,0.38,0.79,1,6,1,nelojalan
41981.47,7,0.2,0.07,1,7,4,bronzana
39746.72,6,0.87,0.95,0,2,0,nelojalan
7909.39,2,0.75,0.58,0,4,4,nelojalan
13925.56,3,0.14,0.02,1,1,7,nelojalan
23714.7,4,0.46,0.39,0,7,0,bronzana
9390.18,2,0.88,0.88,0,3,2,nelojalan
2875.0,1,0.01,0.22,1,0,2,nelojalan
308856.28,53,0.4,0.49,0,6,4,bronzana
6900.0,1,0.99,0.76,0,1,0,nelojalan
291911.76,8,0.74,0.32,0,5,4,nelojalan
44068.0,3,0.74,0.34,1,4,3,nelojalan
20543.7,4,0.49,0.72,0,4,3,nelojalan
7694.92,2,0.2,0.57,0,3,1,nelojalan
8825.32,2,0.54,0.71,0,1,5,nelojalan
2300.0,1,0.11,0.82,1,6,5,nelojalan
24069.24,5,0.94,0.98,0,1,1,nelojalan
31092.38,5,0.35,0.44,1,6,0,nelojalan
10828.64,2,0.92,0.25,0,3,6,nelojalan
18401.39,2,0.57,0.93,0,7,7,bronzana
21424.6,4,0.1,0.91,1,7,7,bronzana
6739.56,2,0.77,0.77,1,2,1,nelojalan
91306.44,3,0.58,0.1,0,2,1,nelojalan
4576.44,1,0.56,0.22,0,7,1,bronzana
164177.96,15,0.05,0.77,0,5,1,nelojalan
5445.92,1,0.6,0.2,0,4,6,nelojalan
9043.04,1,0.82,0.69,0,5,2,nelojalan
68639.8,12,0.32,0.84,0,0,6,nelojalan
8052.05,2,0.15,0.12,0,7,4,bronzana
33264.9,6,0.79,0.08,0,2,1,nelojalan
7590.25,2,0.5,0.06,1,0,0,nelojalan
20097.38,4,0.14,0.05,1,1,7,nelojalan
107774.05,2,0.19,0.09,1,5,1,nelojalan
8114.16,1,0.54,0.29,1,1,3,nelojalan
4723.08,2,0.14,0.19,1,5,5,nelojalan
34194.66,4,0.09,0.07,1,1,7,nelojalan
32650.45,6,0.99,0.78,0,4,5,nelojalan
15421.44,3,0.74,0.67,0,1,3,nelojalan
36744.54,6,0.69,0.04,1,0,2,nelojalan
196389.82,27,0.23,0.17,1,0,2,bronzana
54170.24,6,0.07,0.72,0,1,6,nelojalan
181890.44,4,0.66,0.1,1,6,6,nelojalan
30614.86,4,0.09,0.33,1,4,5,nelojalan
21657.68,4,0.47,0.37,1,2,0,nelojalan
17126.84,3,0.08,0.83,1,5,2,nelojalan
55276.1,5,0.98,0.07,0,5,2,nelojalan
10577.16,2,0.65,0.83,1,3,6,nelojalan
24664.92,3,0.33,0.97,0,1,5,nelojalan
39131.06,6,0.71,0.34,1,4,3,nelojalan
17747.2,3,0.55,0.81,0,3,6,nelojalan
16401.01,3,0.64,0.0,1,1,6,nelojalan
23960.58,4,0.53,0.59,0,7,3,bronzana
8399.2,2,0.71,0.95,0,6,6,nelojalan
16336.05,3,0.99,0.96,1,4,6,nelojalan
50976.29,6,0.8,0.98,1,7,5,bronzana
45012.72,5,0.05,0.01,0,3,1,nelojalan
21775.24,3,0.86,0.13,1,1,4,nelojalan
35121.47,4,0.12,0.59,1,3,2,nelojalan
4442.28,1,0.02,0.56,1,6,5,nelojalan
7519.4,2,0.74,0.02,0,4,6,nelojalan
3197.65,1,0.63,0.45,0,5,5,nelojalan
16101.43,2,0.93,0.18,1,6,2,nelojalan
17508.79,3,0.78,0.56,1,0,3,nelojalan
19582.39,4,0.12,0.26,0,7,3,bronzana
13813.04,3,0.23,0.6,1,3,3,nelojalan
29782.42,4,0.79,0.24,1,1,1,nelojalan
20726.81,4,0.26,0.4,0,5,2,nelojalan
20799.0,2,0.96,0.27,1,0,0,nelojalan
33377.94,4,0.99,0.17,0,0,5,nelojalan
39910.32,4,0.08,0.01,1,2,7,nelojalan
10421.06,2,0.43,0.55,0,3,7,nelojalan
13076.09,2,0.91,0.73,1,0,6,nelojalan
8755.19,1,0.24,0.98,1,7,2,bronzana
33211.84,6,0.49,0.74,1,3,1,nelojalan
22472.19,4,0.7,0.75,1,2,1,nelojalan
12264.56,3,0.07,0.54,1,1,7,nelojalan
6062.64,1,0.23,0.42,0,7,2,bronzana
21897.83,3,0.95,0.5,1,0,4,nelojalan
34494.79,6,0.04,0.24,1,3,6,nelojalan
44993.4,6,0.38,0.68,0,0,4,nelojalan
23580.25,4,0.76,0.68,1,6,2,nelojalan
27447.1,3,0.68,0.38,0,1,1,nelojalan
20483.45,3,0.13,0.87,0,3,4,nelojalan
31253.3,6,0.58,0.2,0,3,4,nelojalan
7185.36,1,0.5,0.38,0,1,6,nelojalan
15700.08,3,0.77,0.32,0,5,3,nelojalan
15340.76,2,0.37,0.44,0,7,7,bronzana
16573.92,3,0.53,0.24,0,4,1,nelojalan
66447.37,5,0.55,0.91,0,0,7,nelojalan
11682.32,3,0.14,0.8,1,5,3,nelojalan
122200.56,3,0.04,0.26,0,7,2,bronzana
52566.04,5,0.8,0.92,1,5,1,nelojalan
32371.28,8,0.86,0.84,0,7,0,bronzana
11511.41,2,0.89,0.41,1,2,4,nelojalan
152948.71,15,0.88,0.53,0,6,6,nelojalan
43197.72,3,0.75,0.43,1,0,2,nelojalan
73841.28,1,0.08,0.54,1,7,0,bronzana
438773.6,7,0.15,0.41,1,6,1,nelojalan
8556.52,2,0.54,0.44,1,6,7,nelojalan
25185.86,5,0.24,0.99,0,5,6,nelojalan
20673.4,5,0.56,0.6,0,2,5,nelojalan
19145.12,1,0.09,0.03,0,1,7,nelojalan
284089.74,34,0.75,0.36,1,2,4,bronzana
63050.52,9,0.51,0.71,1,0,5,nelojalan
30090.96,5,0.27,0.46,0,0,1,nelojalan
16302.7,3,0.83,0.15,1,0,5,nelojalan
17919.7,3,0.32,0.41,1,4,0,nelojalan
25429.61,4,0.14,0.58,0,1,0,nelojalan
4478.48,1,0.72,0.68,1,3,1,nelojalan
90827.84,10,0.19,0.64,0,3,4,nelojalan
18307.36,3,0.79,0.16,1,1,1,nelojalan
22828.28,3,0.37,0.9,1,2,4,nelojalan
7975.2,1,0.47,0.99,1,0,2,nelojalan
17421.37,6,0.27,0.28,0,1,7,nelojalan
26065.16,2,0.93,0.42,1,6,6,nelojalan
22418.24,3,0.82,0.26,0,3,2,nelojalan
35783.43,5,0.32,0.03,1,7,6,bronzana
7569.76,1,0.15,0.38,0,2,2,nelojalan
12123.76,3,0.79,0.82,1,7,0,bronzana
40130.52,6,0.48,0.96,0,4,2,nelojalan
28185.81,4,0.04,0.34,0,7,2,bronzana
16491.6,3,0.77,0.82,0,2,4,nelojalan
4652.24,1,0.71,0.08,1,3,6,nelojalan
60095.64,3,0.23,0.93,1,2,3,nelojalan
6477.6,1,0.03,0.41,0,3,5,nelojalan
82874.04,10,0.46,0.25,1,7,0,bronzana
52244.64,11,0.21,0.04,0,4,2,nelojalan
72462.99,10,0.65,0.46,1,7,2,bronzana
7583.52,1,0.65,0.16,0,7,7,bronzana
42536.55,3,0.27,0.44,0,6,3,nelojalan
15974.29,5,0.43,0.7,1,4,2,nelojalan
62419.6,6,0.31,0.19,0,0,3,nelojalan
35302.97,7,0.29,0.87,1,4,2,nelojalan
24253.36,4,0.52,0.75,1,4,1,nelojalan
42229.43,6,0.73,0.15,1,2,0,nelojalan
14459.49,3,0.08,0.49,1,7,3,bronzana
24429.15,4,0.2,0.0,0,5,1,nelojalan
6445.65,2,0.76,0.54,0,6,6,nelojalan
23992.26,5,0.19,0.68,0,7,3,bronzana
39061.72,5,0.68,0.8,1,1,6,nelojalan
13694.23,2,0.81,0.97,1,2,4,nelojalan
26879.45,4,0.04,0.46,0,6,4,nelojalan
10578.8,2,0.77,0.37,0,3,2,nelojalan
17340.36,3,0.74,0.47,1,2,3,nelojalan
8927.92,2,0.39,0.25,1,4,3,nelojalan
63385.81,9,0.71,0.82,0,6,7,nelojalan
40443.97,8,0.37,0.37,1,1,4,nelojalan
44996.94,6,0.72,0.39,0,2,6,nelojalan
5995.2,1,0.5,0.82,0,3,1,nelojalan
4699.15,1,0.34,0.93,1,6,5,nelojalan
21332.48,3,0.19,0.2,0,0,6,nelojalan
14268.8,2,0.96,0.21,1,6,7,nelojalan
16719.92,2,0.2,0.44,0,7,3,bronzana
11441.66,3,0.12,0.58,0,0,1,nelojalan
12553.95,2,0.02,0.6,0,5,5,nelojalan
26052.72,4,0.75,0.22,0,7,6,bronzana
10882.36,2,0.68,0.33,1,6,1,nelojalan
22188.25,4,0.17,0.97,1,3,4,nelojalan
3980.16,1,0.78,0.88,0,4,1,nelojalan
18313.16,3,0.4,0.5,1,5,0,nelojalan
34696.22,7,0.67,0.84,1,6,6,nelojalan
23560.64,4,0.16,0.72,0,5,0,nelojalan
26522.27,5,0.76,0.09,1,2,5,nelojalan
9494.24,3,0.33,0.27,1,3,3,nelojalan
103130.74,19,0.37,0.1,1,7,7,bronzana
231554.25,16,0.85,0.69,1,5,5,bronzana
36860.11,6,0.15,0.13,0,3,2,nelojalan
526377.94,37,0.22,0.58,0,0,5,bronzana
145142.26,3,0.63,0.52,0,7,4,bronzana
43541.47,6,0.48,0.86,1,5,3,nelojalan
31848.47,5,0.5,0.75,1,5,7,nelojalan
14934.73,2,0.09,0.17,1,3,0,nelojalan
32327.68,7,0.94,0.58,0,1,5,nelojalan
3810.12,1,0.43,0.39,0,5,7,nelojalan
21637.09,4,0.34,0.21,1,6,5,nelojalan
4249.08,1,0.42,0.89,1,5,7,nelojalan
46081.36,6,0.07,0.83,1,3,2,nelojalan
15353.1,4,0.1,0.46,1,7,6,bronzana
303574.86,24,0.3,0.81,0,2,2,bronzana
20789.79,3,0.18,0.67,0,6,7,nelojalan
31099.48,4,0.99,0.94,1,2,5,nelojalan
62187.7,5,0.42,0.69,0,7,5,bronzana
14244.49,3,0.14,0.6,1,5,2,nelojalan
23963.38,5,0.45,0.96,1,6,5,nelojalan
17422.41,3,0.84,0.99,1,1,3,nelojalan
6711.89,1,0.83,0.06,1,0,1,nelojalan
75280.0,16,0.62,0.35,0,1,2,bronzana
16474.89,3,0.63,0.54,1,3,1,nelojalan
2875.0,1,0.28,0.67,0,4,2,nelojalan
9502.13,2,0.49,0.71,1,3,4,nelojalan
4603.05,1,0.63,0.55,1,3,6,nelojalan
518434.48,5,0.68,0.61,0,6,4,nelojalan
13227.12,3,0.49,0.4,1,7,4,bronzana
44667.81,6,0.41,0.18,1,0,1,nelojalan
38820.63,3,0.59,0.7,0,4,0,nelojalan
8317.06,2,0.73,0.96,0,3,5,nelojalan
16325.05,3,0.88,0.71,0,5,3,nelojalan
21845.86,4,0.19,0.67,0,0,6,nelojalan
4500.05,1,0.3,0.23,1,3,7,nelojalan
5020.41,2,0.94,0.11,0,0,3,nelojalan
2330.01,1,0.82,0.88,0,6,2,nelojalan
477638.74,54,0.26,0.09,1,5,0,bronzana
9526.04,2,0.85,0.78,1,1,4,nelojalan
25601.8,3,0.47,0.63,0,5,4,nelojalan
10318.69,2,0.81,0.81,0,6,2,nelojalan
7342.24,2,0.64,0.18,0,1,5,nelojalan
5650.05,1,0.76,0.44,1,5,5,nelojalan
17113.16,1,0.9,0.67,0,3,2,nelojalan
36070.98,14,0.22,0.02,0,3,5,nelojalan
24855.25,4,0.41,0.1,1,0,1,nelojalan
16087.6,3,0.38,0.42,1,5,0,nelojalan
4225.23,1,0.67,0.83,1,1,4,nelojalan
22375.04,3,0.19,0.87,1,0,6,nelojalan
9408.36,2,0.94,0.85,1,4,3,nelojalan
20530.05,3,0.16,0.65,1,3,3,nelojalan
2730.32,1,0.96,0.7,1,7,0,bronzana
17773.99,3,0.3,0.55,1,0,0,nelojalan
5859.39,1,0.66,0.63,0,3,1,nelojalan
4691.8,1,0.37,0.51,1,7,4,bronzana
46055.52,3,0.88,0.67,1,5,1,nelojalan
11315.12,2,0.28,0.82,1,1,3,nelojalan
4832.36,1,0.75,0.09,1,2,3,nelojalan
5595.12,1,0.91,0.99,0,7,1,bronzana
122882.08,18,0.3,0.72,0,4,2,bronzana
5480.8,1,0.79,0.6,1,1,7,nelojalan
6237.12,1,0.02,0.83,1,2,6,nelojalan
10345.44,2,0.75,0.35,0,5,0,nelojalan
12679.8,2,0.69,0.26,1,7,0,bronzana
5433.28,1,0.19,0.24,1,1,1,nelojalan
5699.76,1,0.88,0.43,0,2,5,nelojalan
5862.32,1,0.84,0.45,0,5,5,nelojalan
15845.08,3,0.54,0.93,1,7,3,bronzana
70950.0,2,0.2,0.31,1,4,7,nelojalan
75660.96,2,0.36,0.78,1,0,3,nelojalan
5433.28,1,0.2,0.96,1,5,4,nelojalan
4341.76,1,0.93,0.45,1,2,5,nelojalan
4000.0,2,0.04,0.39,0,2,4,nelojalan
5408.0,2,0.43,0.6,0,3,5,nelojalan
32632.43,3,0.04,0.83,1,3,6,nelojalan
15325.27,2,0.9,0.33,0,6,1,nelojalan
15233.51,2,0.37,0.16,0,5,2,nelojalan
31188.72,4,0.16,0.8,1,2,6,nelojalan
4269.2,1,0.7,0.54,1,0,4,nelojalan
5288.16,1,0.01,0.28,1,6,0,nelojalan
4069.16,1,0.93,0.79,1,4,3,nelojalan
13454.52,3,0.65,0.1,1,2,2,nelojalan
13743.32,2,0.46,0.14,0,1,2,nelojalan
43504.99,2,0.35,0.39,1,0,3,nelojalan
4899.08,1,0.35,0.54,0,6,3,nelojalan
15331.84,3,0.73,0.54,1,6,5,nelojalan
25015.36,4,0.57,0.07,0,3,7,nelojalan
6257.96,1,0.67,0.74,0,5,6,nelojalan
4402.72,1,0.63,0.47,1,2,2,nelojalan
20215.12,2,0.14,0.13,0,3,2,nelojalan
23051.28,2,0.8,0.25,1,1,1,nelojalan
40858.12,3,0.58,0.86,0,6,2,nelojalan
13859.84,3,0.49,0.53,0,2,6,nelojalan
35160.48,2,0.72,0.1,0,1,0,nelojalan
7997.63,1,0.12,0.88,1,7,6,bronzana
8353.35,1,0.44,0.1,1,3,2,nelojalan
17107.34,1,0.82,0.88,0,0,5,nelojalan
11759.12,2,0.82,0.08,0,0,3,nelojalan
7216.96,1,0.62,0.76,1,0,0,nelojalan
12575.0,2,0.64,0.56,1,1,0,nelojalan
5306.32,1,0.34,0.51,1,4,1,nelojalan
829918.74,24,0.76,0.86,1,2,4,bronzana
19473.31,2,0.81,0.8,0,5,2,nelojalan
2000.0,1,0.78,0.42,0,4,6,nelojalan
3616.11,1,0.45,0.7,0,0,3,nelojalan
23883.32,2,0.9,0.26,1,3,3,nelojalan
3819.08,1,0.15,0.16,1,1,0,nelojalan
3731.08,1,0.04,0.06,1,5,7,nelojalan
15385.36,1,0.76,0.79,1,6,1,nelojalan
5574.84,1,0.67,0.77,1,7,4,bronzana
7981.32,1,0.06,0.49,1,7,0,bronzana
11399.27,1,0.31,0.14,0,2,3,nelojalan
568601.18,1,0.37,0.23,1,6,2,nelojalan
6732.08,1,0.93,0.72,1,6,7,nelojalan
4576.64,1,0.54,0.92,1,4,0,nelojalan
6444.32,1,0.92,0.45,1,2,2,nelojalan
3850.0,1,0.99,0.5,0,6,1,nelojalan
4818.08,1,0.17,0.12,0,0,1,nelojalan
9024.11,1,0.88,0.11,0,0,3,nelojalan
